tiempo_s,raw,delta,voltaje_mV,fuerza_N,GAIN,SPS
31.026,-4178,61,0.004545,0.018048,8,100
31.044,-4337,-98,-0.007302,-0.028996,8,100
31.062,-4385,-146,-0.010878,-0.043198,8,100
31.080,-4292,-53,-0.003949,-0.015681,8,100
31.098,-4136,103,0.007674,0.030475,8,100
31.117,-4208,31,0.002310,0.009172,8,100
31.135,-4218,21,0.001565,0.006213,8,100
31.153,-4032,207,0.015423,0.061246,8,100
31.171,-4262,-23,-0.001714,-0.006805,8,100
31.190,-4378,-139,-0.010356,-0.041127,8,100
31.208,-4422,-183,-0.013635,-0.054145,8,100
31.226,-4173,66,0.004917,0.019528,8,100
31.244,-4386,-147,-0.010952,-0.043494,8,100
31.263,-4339,-100,-0.007451,-0.029587,8,100
31.281,-4259,-20,-0.001490,-0.005917,8,100
31.299,-4047,192,0.014305,0.056808,8,100
31.317,-4234,5,0.000373,0.001479,8,100
31.336,-4238,1,0.000075,0.000296,8,100
31.354,-4079,160,0.011921,0.047340,8,100
31.372,-4188,51,0.003800,0.015090,8,100
31.390,-4306,-67,-0.004992,-0.019824,8,100
31.409,-4423,-184,-0.013709,-0.054441,8,100
31.427,-4313,-74,-0.005513,-0.021895,8,100
31.445,-4313,-74,-0.005513,-0.021895,8,100
31.464,-4408,-169,-0.012591,-0.050003,8,100
31.482,-4299,-60,-0.004470,-0.017752,8,100
31.500,-4127,112,0.008345,0.033138,8,100
31.518,-4194,45,0.003353,0.013314,8,100
31.537,-4159,80,0.005960,0.023670,8,100
31.555,-4056,183,0.013635,0.054145,8,100
31.573,-4186,53,0.003949,0.015681,8,100
31.591,-4364,-125,-0.009313,-0.036984,8,100
31.610,-4354,-115,-0.008568,-0.034026,8,100
31.628,-4334,-95,-0.007078,-0.028108,8,100
31.646,-4356,-117,-0.008717,-0.034617,8,100
31.664,-4375,-136,-0.010133,-0.040239,8,100
31.683,-4278,-39,-0.002906,-0.011539,8,100
31.701,-4148,91,0.006780,0.026925,8,100
31.719,-4259,-20,-0.001490,-0.005917,8,100
31.737,-4104,135,0.010058,0.039943,8,100
31.756,-4060,179,0.013337,0.052961,8,100
31.774,-4192,47,0.003502,0.013906,8,100
31.792,-4337,-98,-0.007302,-0.028996,8,100
31.810,-4376,-137,-0.010207,-0.040535,8,100
31.829,-4339,-100,-0.007451,-0.029587,8,100
31.847,-4379,-140,-0.010431,-0.041422,8,100
31.865,-4395,-156,-0.011623,-0.046156,8,100
31.883,-4302,-63,-0.004694,-0.018640,8,100
31.902,-4119,120,0.008941,0.035505,8,100
31.920,-4202,37,0.002757,0.010947,8,100
31.938,-4371,-132,-0.009835,-0.039055,8,100
31.956,-3881,358,0.026673,0.105923,8,100
31.975,-4199,40,0.002980,0.011835,8,100
31.993,-4290,-51,-0.003800,-0.015090,8,100
32.011,-4362,-123,-0.009164,-0.036393,8,100
32.029,-4311,-72,-0.005364,-0.021303,8,100
32.048,-4137,102,0.007600,0.030179,8,100
32.066,-4316,-77,-0.005737,-0.022782,8,100
32.084,-4246,-7,-0.000522,-0.002071,8,100
32.102,-4110,129,0.009611,0.038168,8,100
32.121,-4212,27,0.002012,0.007989,8,100
32.139,-4298,-59,-0.004396,-0.017457,8,100
32.157,-3911,328,0.024438,0.097047,8,100
32.175,-4176,63,0.004694,0.018640,8,100
32.194,-4317,-78,-0.005811,-0.023078,8,100
32.212,-4400,-161,-0.011995,-0.047636,8,100
32.230,-4337,-98,-0.007302,-0.028996,8,100
32.248,-4103,136,0.010133,0.040239,8,100
32.267,-4227,12,0.000894,0.003550,8,100
32.285,-4312,-73,-0.005439,-0.021599,8,100
32.303,-4011,228,0.016987,0.067459,8,100
32.322,-4191,48,0.003576,0.014202,8,100
32.340,-4365,-126,-0.009388,-0.037280,8,100
32.358,-4416,-177,-0.013188,-0.052370,8,100
32.376,-4102,137,0.010207,0.040535,8,100
32.395,-4338,-99,-0.007376,-0.029292,8,100
32.413,-4394,-155,-0.011548,-0.045861,8,100
32.431,-4365,-126,-0.009388,-0.037280,8,100
32.449,-4091,148,0.011027,0.043789,8,100
32.468,-4214,25,0.001863,0.007397,8,100
32.486,-4270,-31,-0.002310,-0.009172,8,100
32.504,-4119,120,0.008941,0.035505,8,100
32.522,-4215,24,0.001788,0.007101,8,100
32.541,-4347,-108,-0.008047,-0.031954,8,100
32.559,-4382,-143,-0.010654,-0.042310,8,100
32.577,-4334,-95,-0.007078,-0.028108,8,100
32.595,-4315,-76,-0.005662,-0.022486,8,100
32.614,-4400,-161,-0.011995,-0.047636,8,100
32.632,-4409,-170,-0.012666,-0.050299,8,100
32.650,-4109,130,0.009686,0.038464,8,100
32.668,-4208,31,0.002310,0.009172,8,100
32.687,-4099,140,0.010431,0.041422,8,100
32.705,-4075,164,0.012219,0.048523,8,100
32.723,-4164,75,0.005588,0.022191,8,100
32.741,-4355,-116,-0.008643,-0.034321,8,100
32.760,-4416,-177,-0.013188,-0.052370,8,100
32.778,-4334,-95,-0.007078,-0.028108,8,100
32.796,-4099,140,0.010431,0.041422,8,100
32.814,-4377,-138,-0.010282,-0.040831,8,100
32.833,-4300,-61,-0.004545,-0.018048,8,100
32.851,-4136,103,0.007674,0.030475,8,100
32.869,-4138,101,0.007525,0.029883,8,100
32.887,-4351,-112,-0.008345,-0.033138,8,100
32.906,-4086,153,0.011399,0.045269,8,100
32.924,-4103,136,0.010133,0.040239,8,100
32.942,-4324,-85,-0.006333,-0.025149,8,100
32.960,-4386,-147,-0.010952,-0.043494,8,100
32.979,-4399,-160,-0.011921,-0.047340,8,100
32.997,-4157,82,0.006109,0.024262,8,100
33.015,-4376,-137,-0.010207,-0.040535,8,100
33.033,-4358,-119,-0.008866,-0.035209,8,100
33.052,-4134,105,0.007823,0.031067,8,100
33.070,-4135,104,0.007749,0.030771,8,100
33.088,-4349,-110,-0.008196,-0.032546,8,100
33.107,-3904,335,0.024959,0.099118,8,100
33.125,-4147,92,0.006855,0.027220,8,100
33.143,-4318,-79,-0.005886,-0.023374,8,100
33.161,-4424,-185,-0.013784,-0.054737,8,100
33.180,-4364,-125,-0.009313,-0.036984,8,100
33.198,-4139,100,0.007451,0.029587,8,100
33.216,-4381,-142,-0.010580,-0.042014,8,100
33.234,-4312,-73,-0.005439,-0.021599,8,100
33.253,-4141,98,0.007302,0.028996,8,100
33.271,-4134,105,0.007823,0.031067,8,100
33.289,-4368,-129,-0.009611,-0.038168,8,100
33.307,-4393,-154,-0.011474,-0.045565,8,100
33.326,-4100,139,0.010356,0.041127,8,100
33.344,-4321,-82,-0.006109,-0.024262,8,100
33.362,-4386,-147,-0.010952,-0.043494,8,100
33.380,-4374,-135,-0.010058,-0.039943,8,100
33.399,-4148,91,0.006780,0.026925,8,100
33.417,-4174,65,0.004843,0.019232,8,100
33.435,-4306,-67,-0.004992,-0.019824,8,100
33.453,-4049,190,0.014156,0.056216,8,100
33.472,-4155,84,0.006258,0.024853,8,100
33.490,-4368,-129,-0.009611,-0.038168,8,100
33.508,-4425,-186,-0.013858,-0.055033,8,100
33.526,-4141,98,0.007302,0.028996,8,100
33.545,-4282,-43,-0.003204,-0.012723,8,100
33.563,-4353,-114,-0.008494,-0.033730,8,100
33.581,-4371,-132,-0.009835,-0.039055,8,100
33.599,-4146,93,0.006929,0.027516,8,100
33.618,-4172,67,0.004992,0.019824,8,100
33.636,-4369,-130,-0.009686,-0.038464,8,100
33.654,-4086,153,0.011399,0.045269,8,100
33.672,-4142,97,0.007227,0.028700,8,100
33.691,-4349,-110,-0.008196,-0.032546,8,100
33.709,-4387,-148,-0.011027,-0.043789,8,100
33.727,-4138,101,0.007525,0.029883,8,100
33.745,-4300,-61,-0.004545,-0.018048,8,100
33.764,-4338,-99,-0.007376,-0.029292,8,100
33.782,-4350,-111,-0.008270,-0.032842,8,100
33.800,-4142,97,0.007227,0.028700,8,100
33.818,-4187,52,0.003874,0.015385,8,100
33.837,-4331,-92,-0.006855,-0.027220,8,100
33.855,-4140,99,0.007376,0.029292,8,100
33.873,-4107,132,0.009835,0.039055,8,100
33.891,-4306,-67,-0.004992,-0.019824,8,100
33.910,-4421,-182,-0.013560,-0.053849,8,100
33.928,-4410,-171,-0.012740,-0.050594,8,100
33.946,-4110,129,0.009611,0.038168,8,100
33.964,-4387,-148,-0.011027,-0.043789,8,100
33.983,-4368,-129,-0.009611,-0.038168,8,100
34.001,-4141,98,0.007302,0.028996,8,100
34.019,-4162,77,0.005737,0.022782,8,100
34.037,-4329,-90,-0.006706,-0.026629,8,100
34.056,-4064,175,0.013039,0.051778,8,100
34.074,-4105,134,0.009984,0.039647,8,100
34.092,-4301,-62,-0.004619,-0.018344,8,100
34.110,-4430,-191,-0.014231,-0.056512,8,100
34.128,-4426,-187,-0.013933,-0.055328,8,100
34.147,-4333,-94,-0.007004,-0.027812,8,100
34.165,-4351,-112,-0.008345,-0.033138,8,100
34.183,-4376,-137,-0.010207,-0.040535,8,100
34.202,-4166,73,0.005439,0.021599,8,100
34.220,-4152,87,0.006482,0.025741,8,100
34.238,-4316,-77,-0.005737,-0.022782,8,100
34.256,-3930,309,0.023022,0.091425,8,100
34.275,-4113,126,0.009388,0.037280,8,100
34.293,-4246,-7,-0.000522,-0.002071,8,100
34.311,-4438,-199,-0.014827,-0.058879,8,100
34.329,-4425,-186,-0.013858,-0.055033,8,100
34.348,-4158,81,0.006035,0.023966,8,100
34.367,-4130,109,0.008121,0.032250,8,100
34.385,-4377,-138,-0.010282,-0.040831,8,100
34.403,-4064,175,0.013039,0.051778,8,100
34.422,-4176,63,0.004694,0.018640,8,100
34.440,-4318,-79,-0.005886,-0.023374,8,100
34.458,-4437,-198,-0.014752,-0.058583,8,100
34.476,-4131,108,0.008047,0.031954,8,100
34.495,-4280,-41,-0.003055,-0.012131,8,100
34.513,-4340,-101,-0.007525,-0.029883,8,100
34.531,-4400,-161,-0.011995,-0.047636,8,100
34.549,-4157,82,0.006109,0.024262,8,100
34.568,-4171,68,0.005066,0.020119,8,100
34.586,-4384,-145,-0.010803,-0.042902,8,100
34.604,-4123,116,0.008643,0.034321,8,100
34.622,-4078,161,0.011995,0.047636,8,100
34.641,-4301,-62,-0.004619,-0.018344,8,100
34.659,-4387,-148,-0.011027,-0.043789,8,100
34.677,-4364,-125,-0.009313,-0.036984,8,100
34.695,-4331,-92,-0.006855,-0.027220,8,100
34.714,-4347,-108,-0.008047,-0.031954,8,100
34.732,-4444,-205,-0.015274,-0.060654,8,100
34.750,-4109,130,0.009686,0.038464,8,100
34.768,-4131,108,0.008047,0.031954,8,100
34.787,-4315,-76,-0.005662,-0.022486,8,100
34.805,-4175,64,0.004768,0.018936,8,100
34.823,-4111,128,0.009537,0.037872,8,100
34.841,-4322,-83,-0.006184,-0.024558,8,100
34.860,-4424,-185,-0.013784,-0.054737,8,100
34.878,-4402,-163,-0.012144,-0.048228,8,100
34.896,-4141,98,0.007302,0.028996,8,100
34.914,-4380,-141,-0.010505,-0.041718,8,100
34.933,-4352,-113,-0.008419,-0.033434,8,100
34.951,-4171,68,0.005066,0.020119,8,100
34.969,-4128,111,0.008270,0.032842,8,100
34.987,-4323,-84,-0.006258,-0.024853,8,100
35.006,-4116,123,0.009164,0.036393,8,100
35.024,-4124,115,0.008568,0.034026,8,100
35.042,-4318,-79,-0.005886,-0.023374,8,100
35.060,-4380,-141,-0.010505,-0.041718,8,100
35.079,-4390,-151,-0.011250,-0.044677,8,100
35.097,-4178,61,0.004545,0.018048,8,100
35.115,-4296,-57,-0.004247,-0.016865,8,100
35.133,-4335,-96,-0.007153,-0.028404,8,100
35.152,-4185,54,0.004023,0.015977,8,100
35.170,-4106,133,0.009909,0.039351,8,100
35.188,-4310,-71,-0.005290,-0.021007,8,100
35.206,-4330,-91,-0.006780,-0.026925,8,100
35.225,-4073,166,0.012368,0.049115,8,100
35.243,-4172,67,0.004992,0.019824,8,100
35.261,-4434,-195,-0.014529,-0.057695,8,100
35.279,-4406,-167,-0.012442,-0.049411,8,100
35.298,-4154,85,0.006333,0.025149,8,100
35.316,-4367,-128,-0.009537,-0.037872,8,100
35.334,-4383,-144,-0.010729,-0.042606,8,100
35.352,-4151,88,0.006557,0.026037,8,100
35.371,-4129,110,0.008196,0.032546,8,100
35.389,-4281,-42,-0.003129,-0.012427,8,100
35.407,-4421,-182,-0.013560,-0.053849,8,100
35.426,-4069,170,0.012666,0.050299,8,100
35.444,-4226,13,0.000969,0.003846,8,100
35.462,-4391,-152,-0.011325,-0.044973,8,100
35.480,-4413,-174,-0.012964,-0.051482,8,100
35.499,-4201,38,0.002831,0.011243,8,100
35.517,-4112,127,0.009462,0.037576,8,100
35.535,-4359,-120,-0.008941,-0.035505,8,100
35.553,-4147,92,0.006855,0.027220,8,100
35.572,-4185,54,0.004023,0.015977,8,100
35.590,-4313,-74,-0.005513,-0.021895,8,100
35.608,-4414,-175,-0.013039,-0.051778,8,100
35.626,-3914,325,0.024214,0.096159,8,100
35.645,-4277,-38,-0.002831,-0.011243,8,100
35.663,-4339,-100,-0.007451,-0.029587,8,100
35.681,-4430,-191,-0.014231,-0.056512,8,100
35.699,-4166,73,0.005439,0.021599,8,100
35.718,-4144,95,0.007078,0.028108,8,100
35.736,-4586,-347,-0.025854,-0.102668,8,100
35.754,-4125,114,0.008494,0.033730,8,100
35.772,-4037,202,0.015050,0.059767,8,100
35.791,-4290,-51,-0.003800,-0.015090,8,100
35.809,-4436,-197,-0.014678,-0.058287,8,100
35.827,-4459,-220,-0.016391,-0.065092,8,100
35.845,-4255,-16,-0.001192,-0.004734,8,100
35.864,-4322,-83,-0.006184,-0.024558,8,100
35.882,-4416,-177,-0.013188,-0.052370,8,100
35.900,-4163,76,0.005662,0.022486,8,100
35.918,-4149,90,0.006706,0.026629,8,100
35.937,-4593,-354,-0.026375,-0.104739,8,100
35.955,-4187,52,0.003874,0.015385,8,100
35.973,-4079,160,0.011921,0.047340,8,100
35.991,-4299,-60,-0.004470,-0.017752,8,100
36.010,-4427,-188,-0.014007,-0.055624,8,100
36.028,-4408,-169,-0.012591,-0.050003,8,100
36.046,-4223,16,0.001192,0.004734,8,100
36.065,-4407,-168,-0.012517,-0.049707,8,100
36.083,-4383,-144,-0.010729,-0.042606,8,100
36.101,-4191,48,0.003576,0.014202,8,100
36.119,-4116,123,0.009164,0.036393,8,100
36.138,-4293,-54,-0.004023,-0.015977,8,100
36.156,-4122,117,0.008717,0.034617,8,100
36.174,-4046,193,0.014380,0.057104,8,100
36.192,-4241,-2,-0.000149,-0.000592,8,100
36.211,-4463,-224,-0.016689,-0.066276,8,100
36.229,-4376,-137,-0.010207,-0.040535,8,100
36.247,-4194,45,0.003353,0.013314,8,100
36.265,-4411,-172,-0.012815,-0.050890,8,100
36.284,-4418,-179,-0.013337,-0.052961,8,100
36.302,-4215,24,0.001788,0.007101,8,100
36.320,-4076,163,0.012144,0.048228,8,100
36.338,-4277,-38,-0.002831,-0.011243,8,100
36.357,-3910,329,0.024512,0.097343,8,100
36.375,-4090,149,0.011101,0.044085,8,100
36.393,-4198,41,0.003055,0.012131,8,100
36.411,-4401,-162,-0.012070,-0.047932,8,100
36.430,-4476,-237,-0.017658,-0.070122,8,100
36.448,-4202,37,0.002757,0.010947,8,100
36.466,-4366,-127,-0.009462,-0.037576,8,100
36.484,-4317,-78,-0.005811,-0.023078,8,100
36.503,-4141,98,0.007302,0.028996,8,100
36.521,-4099,140,0.010431,0.041422,8,100
36.539,-4284,-45,-0.003353,-0.013314,8,100
36.558,-4381,-142,-0.010580,-0.042014,8,100
36.576,-3605,634,0.047237,0.187584,8,100
36.594,-3763,476,0.035465,0.140836,8,100
36.612,-3830,409,0.030473,0.121013,8,100
36.631,-3703,536,0.039935,0.158589,8,100
36.649,-3303,936,0.069737,0.276938,8,100
36.667,-3024,1215,0.090525,0.359487,8,100
36.686,-3196,1043,0.077710,0.308597,8,100
36.704,-2814,1425,0.106171,0.421621,8,100
36.722,-2538,1701,0.126734,0.503282,8,100
36.740,-2600,1639,0.122115,0.484938,8,100
36.759,-2630,1609,0.119880,0.476062,8,100
36.777,-2530,1709,0.127330,0.505649,8,100
36.795,-2355,1884,0.140369,0.557427,8,100
36.813,-2384,1855,0.138208,0.548847,8,100
36.831,-2391,1848,0.137687,0.546776,8,100
36.850,-2074,2165,0.161305,0.640568,8,100
36.868,-1983,2256,0.168085,0.667492,8,100
36.886,-2095,2144,0.159740,0.634354,8,100
36.905,-1978,2261,0.168458,0.668972,8,100
36.923,-1889,2350,0.175089,0.695304,8,100
36.941,-2051,2188,0.163019,0.647373,8,100
36.959,-2215,2024,0.150800,0.598849,8,100
36.978,-2097,2142,0.159591,0.633763,8,100
36.996,-1864,2375,0.176951,0.702701,8,100
37.014,-2054,2185,0.162795,0.646485,8,100
37.032,-2088,2151,0.160262,0.636425,8,100
37.051,-1839,2400,0.178814,0.710098,8,100
37.069,-1796,2443,0.182018,0.722821,8,100
37.087,-1912,2327,0.173375,0.688499,8,100
37.105,-1839,2400,0.178814,0.710098,8,100
37.124,-1700,2539,0.189170,0.751225,8,100
37.142,-1893,2346,0.174791,0.694121,8,100
37.160,-2063,2176,0.162125,0.643822,8,100
37.178,-2095,2144,0.159740,0.634354,8,100
37.197,-1888,2351,0.175163,0.695600,8,100
37.215,-1991,2248,0.167489,0.665125,8,100
37.233,-2006,2233,0.166371,0.660687,8,100
37.251,-1831,2408,0.179410,0.712465,8,100
37.270,-1735,2504,0.186563,0.740869,8,100
37.288,-1894,2345,0.174716,0.693825,8,100
37.306,-1833,2406,0.179261,0.711873,8,100
37.325,-1723,2516,0.187457,0.744420,8,100
37.343,-1873,2366,0.176281,0.700038,8,100
37.361,-2085,2154,0.160486,0.637313,8,100
37.379,-2075,2164,0.161231,0.640272,8,100
37.398,-1814,2425,0.180677,0.717495,8,100
37.416,-1981,2258,0.168234,0.668084,8,100
37.434,-2024,2215,0.165030,0.655361,8,100
37.452,-1813,2426,0.180751,0.717791,8,100
37.471,-1694,2545,0.189617,0.753000,8,100
37.489,-1887,2352,0.175238,0.695896,8,100
37.507,-2031,2208,0.164509,0.653290,8,100
37.525,-1609,2630,0.195950,0.778149,8,100
37.544,-1864,2375,0.176951,0.702701,8,100
37.562,-1996,2243,0.167117,0.663646,8,100
37.580,-2054,2185,0.162795,0.646485,8,100
37.598,-1829,2410,0.179559,0.713057,8,100
37.617,-1722,2517,0.187531,0.744715,8,100
37.635,-2005,2234,0.166446,0.660983,8,100
37.653,-1832,2407,0.179335,0.712169,8,100
37.671,-1700,2539,0.189170,0.751225,8,100
37.690,-1901,2338,0.174195,0.691754,8,100
37.708,-2073,2166,0.161380,0.640864,8,100
37.726,-1581,2658,0.198036,0.786434,8,100
37.744,-1917,2322,0.173003,0.687020,8,100
37.763,-2031,2208,0.164509,0.653290,8,100
37.781,-2067,2172,0.161827,0.642639,8,100
37.799,-1904,2335,0.173971,0.690866,8,100
37.817,-1743,2496,0.185967,0.738502,8,100
37.836,-2148,2091,0.155792,0.618673,8,100
37.854,-1896,2343,0.174567,0.693233,8,100
37.872,-1648,2591,0.193045,0.766610,8,100
37.890,-1874,2365,0.176206,0.699743,8,100
37.909,-2075,2164,0.161231,0.640272,8,100
37.927,-2073,2166,0.161380,0.640864,8,100
37.945,-1848,2391,0.178143,0.707435,8,100
37.963,-1985,2254,0.167936,0.666901,8,100
37.982,-2000,2239,0.166819,0.662462,8,100
38.000,-1882,2357,0.175610,0.697376,8,100
38.018,-1749,2490,0.185519,0.736727,8,100
38.036,-1880,2359,0.175759,0.697967,8,100
38.055,-1906,2333,0.173822,0.690275,8,100
38.073,-1912,2327,0.173375,0.688499,8,100
38.091,-2310,1929,0.143722,0.570741,8,100
38.109,-2765,1474,0.109822,0.436119,8,100
38.128,-3099,1140,0.084937,0.337297,8,100
38.146,-2958,1281,0.095442,0.379015,8,100
38.164,-3500,739,0.055060,0.218651,8,100
38.182,-3676,563,0.041947,0.166577,8,100
38.201,-3748,491,0.036582,0.145274,8,100
38.219,-3721,518,0.038594,0.153263,8,100
38.237,-4034,205,0.015274,0.060654,8,100
38.255,-4071,168,0.012517,0.049707,8,100
38.274,-3970,269,0.020042,0.079590,8,100
38.292,-4173,66,0.004917,0.019528,8,100
38.310,-4392,-153,-0.011399,-0.045269,8,100
38.329,-4412,-173,-0.012890,-0.051186,8,100
38.347,-4283,-44,-0.003278,-0.013018,8,100
38.365,-4385,-146,-0.010878,-0.043198,8,100
38.383,-4372,-133,-0.009909,-0.039351,8,100
38.402,-4248,-9,-0.000671,-0.002663,8,100
38.420,-4109,130,0.009686,0.038464,8,100
38.438,-4247,-8,-0.000596,-0.002367,8,100
38.457,-4129,110,0.008196,0.032546,8,100
38.475,-4057,182,0.013560,0.053849,8,100
38.493,-4198,41,0.003055,0.012131,8,100
38.511,-4382,-143,-0.010654,-0.042310,8,100
38.530,-4406,-167,-0.012442,-0.049411,8,100
38.548,-4273,-34,-0.002533,-0.010060,8,100
38.566,-4590,-351,-0.026152,-0.103852,8,100
38.585,-4375,-136,-0.010133,-0.040239,8,100
38.603,-4226,13,0.000969,0.003846,8,100
38.621,-4100,139,0.010356,0.041127,8,100
38.639,-4203,36,0.002682,0.010651,8,100
38.658,-4414,-175,-0.013039,-0.051778,8,100
38.676,-3918,321,0.023916,0.094976,8,100
38.694,-4199,40,0.002980,0.011835,8,100
38.712,-4297,-58,-0.004321,-0.017161,8,100
38.731,-4412,-173,-0.012890,-0.051186,8,100
38.749,-4327,-88,-0.006557,-0.026037,8,100
38.767,-4099,140,0.010431,0.041422,8,100
38.785,-3960,279,0.020787,0.082549,8,100
38.804,-4233,6,0.000447,0.001775,8,100
38.822,-3831,408,0.030398,0.120717,8,100
38.840,-4054,185,0.013784,0.054737,8,100
38.858,-4073,166,0.012368,0.049115,8,100
38.877,-4010,229,0.017062,0.067755,8,100
38.895,-3753,486,0.036210,0.143795,8,100
38.913,-3700,539,0.040159,0.159476,8,100
38.931,-3547,692,0.051558,0.204745,8,100
38.950,-3270,969,0.072196,0.286702,8,100
38.968,-2888,1351,0.100657,0.399726,8,100
38.986,-3063,1176,0.087619,0.347948,8,100
39.004,-2723,1516,0.112951,0.448545,8,100
39.023,-2375,1864,0.138879,0.551510,8,100
39.041,-2447,1792,0.133514,0.530207,8,100
39.059,-2487,1752,0.130534,0.518372,8,100
39.077,-2412,1827,0.136122,0.540562,8,100
39.096,-2067,2172,0.161827,0.642639,8,100
39.114,-2308,1931,0.143871,0.571333,8,100
39.132,-2279,1960,0.146031,0.579914,8,100
39.150,-2139,2100,0.156462,0.621336,8,100
39.169,-1911,2328,0.173450,0.688795,8,100
39.187,-2071,2168,0.161529,0.641455,8,100
39.205,-2064,2175,0.162050,0.643526,8,100
39.223,-1801,2438,0.181645,0.721341,8,100
39.242,-1904,2335,0.173971,0.690866,8,100
39.260,-2061,2178,0.162274,0.644414,8,100
39.278,-2103,2136,0.159144,0.631987,8,100
39.296,-1919,2320,0.172853,0.686428,8,100
39.315,-2006,2233,0.166371,0.660687,8,100
39.333,-2033,2206,0.164360,0.652699,8,100
39.351,-1927,2312,0.172257,0.684061,8,100
39.370,-1779,2460,0.183284,0.727851,8,100
39.388,-1894,2345,0.174716,0.693825,8,100
39.406,-2043,2196,0.163615,0.649740,8,100
39.424,-1679,2560,0.190735,0.757438,8,100
39.443,-1821,2418,0.180155,0.715424,8,100
39.461,-2051,2188,0.163019,0.647373,8,100
39.479,-2053,2186,0.162870,0.646781,8,100
39.497,-1908,2331,0.173673,0.689683,8,100
39.516,-1931,2308,0.171959,0.682878,8,100
39.534,-1937,2302,0.171512,0.681102,8,100
39.552,-1835,2404,0.179112,0.711282,8,100
39.570,-1625,2614,0.194758,0.773415,8,100
39.589,-1808,2431,0.181124,0.719270,8,100
39.607,-1932,2307,0.171885,0.682582,8,100
39.625,-1604,2635,0.196323,0.779629,8,100
39.643,-1694,2545,0.189617,0.753000,8,100
39.662,-1876,2363,0.176057,0.699151,8,100
39.680,-1920,2319,0.172779,0.686132,8,100
39.698,-1835,2404,0.179112,0.711282,8,100
39.716,-1656,2583,0.192449,0.764243,8,100
39.735,-1942,2297,0.171140,0.679623,8,100
39.753,-1832,2407,0.179335,0.712169,8,100
39.771,-1680,2559,0.190660,0.757142,8,100
39.789,-1778,2461,0.183359,0.728146,8,100
39.808,-1980,2259,0.168309,0.668380,8,100
39.826,-1733,2506,0.186712,0.741461,8,100
39.844,-1750,2489,0.185445,0.736431,8,100
39.862,-1964,2275,0.169501,0.673114,8,100
39.881,-2072,2167,0.161454,0.641159,8,100
39.899,-1916,2323,0.173077,0.687316,8,100
39.917,-1727,2512,0.187159,0.743236,8,100
39.935,-1827,2412,0.179708,0.713649,8,100
39.954,-1924,2315,0.172481,0.684949,8,100
39.972,-1737,2502,0.186414,0.740277,8,100
39.990,-1864,2375,0.176951,0.702701,8,100
40.009,-2064,2175,0.162050,0.643526,8,100
40.027,-2074,2165,0.161305,0.640568,8,100
40.045,-1847,2392,0.178218,0.707731,8,100
40.063,-1970,2269,0.169054,0.671339,8,100
40.082,-1976,2263,0.168607,0.669563,8,100
40.100,-1905,2334,0.173897,0.690570,8,100
40.118,-1667,2572,0.191629,0.760989,8,100
40.136,-1793,2446,0.182241,0.723708,8,100
40.155,-1788,2451,0.182614,0.725188,8,100
40.173,-1614,2625,0.195578,0.776670,8,100
40.191,-1767,2472,0.184178,0.731401,8,100
40.209,-1976,2263,0.168607,0.669563,8,100
40.228,-1965,2274,0.169426,0.672818,8,100
40.246,-1638,2601,0.193790,0.769569,8,100
40.264,-1922,2317,0.172630,0.685541,8,100
40.282,-1941,2298,0.171214,0.679919,8,100
40.301,-1865,2374,0.176877,0.702405,8,100
40.319,-1661,2578,0.192076,0.762764,8,100
40.337,-1794,2445,0.182167,0.723413,8,100
40.356,-1961,2278,0.169724,0.674002,8,100
40.374,-1654,2585,0.192598,0.764835,8,100
40.392,-1785,2454,0.182837,0.726075,8,100
40.411,-2013,2226,0.165850,0.658616,8,100
40.429,-1997,2242,0.167042,0.663350,8,100
40.447,-1907,2332,0.173748,0.689979,8,100
40.465,-1978,2261,0.168458,0.668972,8,100
40.484,-1965,2274,0.169426,0.672818,8,100
40.502,-1900,2339,0.174269,0.692050,8,100
40.520,-1669,2570,0.191480,0.760397,8,100
40.538,-1840,2399,0.178739,0.709802,8,100
40.557,-1979,2260,0.168383,0.668676,8,100
40.575,-1689,2550,0.189990,0.754479,8,100
40.593,-1834,2405,0.179186,0.711578,8,100
40.611,-1992,2247,0.167415,0.664829,8,100
40.630,-2112,2127,0.158474,0.629325,8,100
40.648,-2040,2199,0.163838,0.650627,8,100
40.666,-2279,1960,0.146031,0.579914,8,100
40.684,-2068,2171,0.161752,0.642343,8,100
40.703,-1960,2279,0.169799,0.674297,8,100
40.721,-1912,2327,0.173375,0.688499,8,100
40.739,-1965,2274,0.169426,0.672818,8,100
40.758,-2125,2114,0.157505,0.625478,8,100
40.776,-1900,2339,0.174269,0.692050,8,100
40.794,-1905,2334,0.173897,0.690570,8,100
40.812,-2075,2164,0.161231,0.640272,8,100
40.830,-2092,2147,0.159964,0.635242,8,100
40.849,-1832,2407,0.179335,0.712169,8,100
40.867,-1832,2407,0.179335,0.712169,8,100
40.885,-2165,2074,0.154525,0.613643,8,100
40.903,-1949,2290,0.170618,0.677552,8,100
40.922,-1689,2550,0.189990,0.754479,8,100
40.940,-1839,2400,0.178814,0.710098,8,100
40.958,-1979,2260,0.168383,0.668676,8,100
40.977,-2012,2227,0.165924,0.658912,8,100
40.995,-1798,2441,0.181869,0.722229,8,100
41.013,-1896,2343,0.174567,0.693233,8,100
41.031,-1938,2301,0.171438,0.680807,8,100
41.050,-1897,2342,0.174493,0.692937,8,100
